make,model,variant,ex-showroom_price,displacement,cylinders,valves_per_cylinder,drivetrain,cylinder_configuration,emission_norm,engine_location,fuel_system,fuel_tank_capacity,fuel_type,height,length,width,body_type,doors,city_mileage,highway_mileage,arai_certified_mileage,arai_certified_mileage_for_cng,kerb_weight,gears,ground_clearance,front_brakes,rear_brakes,front_suspension,rear_suspension,front_track,rear_track,front_tyre_&_rim,rear_tyre_&_rim,power_steering,power_windows,power_seats,keyless_entry,power,torque,odometer,speedometer,tachometer,tripmeter,seating_capacity,seats_material,type,wheelbase,wheels_size,start_/_stop_button,12v_power_outlet,audiosystem,aux-in_compatibility,average_fuel_consumption,basic_warranty,bluetooth,boot-lid_opener,boot_space,cd_/_mp3_/_dvd_player,central_locking,child_safety_locks,clock,cup_holders,distance_to_empty,door_pockets,engine_malfunction_light,extended_warranty,fm_radio,fuel-lid_opener,fuel_gauge,handbrake,instrument_console,low_fuel_warning,minimum_turning_radius,multifunction_display,sun_visor,third_row_ac_vents,ventilation_system,auto-dimming_rear-view_mirror,hill_assist,gear_indicator,3_point_seat-belt_in_middle_rear_seat,ambient_lightning,cargo/boot_lights,drive_modes,engine_immobilizer,high_speed_alert_system,lane_watch_camera/_side_mirror_camera,passenger_side_seat-belt_reminder,seat_back_pockets,voice_recognition,walk_away_auto_car_lock,abs_(anti-lock_braking_system),headlight_reminder,adjustable_headrests,gross_vehicle_weight,airbags,door_ajar_warning,ebd_(electronic_brake-force_distribution),fasten_seat_belt_warning,gear_shift_reminder,number_of_airbags,compression_ratio,adjustable_steering_column,other_specs,parking_assistance,key_off_reminder,usb_compatibility,android_auto,apple_carplay,cigarette_lighter,infotainment_screen,multifunction_steering_wheel,average_speed,eba_(electronic_brake_assist),seat_height_adjustment,navigation_system,second_row_ac_vents,tyre_pressure_monitoring_system,rear_center_armrest,ipod_compatibility,esp_(electronic_stability_program),cooled_glove_box,recommended_tyre_pressure,heated_seats,turbocharger,isofix_(child-seat_mount),rain_sensing_wipers,paddle_shifters,leather_wrapped_steering,automatic_headlamps,engine_type,asr_/_traction_control,cruise_control,usb_ports,heads-up_display,welcome_lights,battery,electric_range
Tata,Nano Genx,Xt,"Rs. 2,92,667",624 cc,2,2,RWD (Rear Wheel Drive),In-line,BS IV,"Rear, Transverse",Injection,24 litres,Petrol,1652 mm,3164 mm,1750 mm,Hatchback,5,?23.6 km/litre,,23.6 km/litre,,660 kg,4,180 mm,Drum,Drum,"Independent, Lower Wishbone, McPherson Strut with gas filled dampers and anti-roll bar","Independent, Semi Trailing arm with coil spring & gas filled shock absorbers",1325 mm,1315 mm,135/70R12,155/65R12,Electric Power,Only Front Windows,,Remote,38PS@5500rpm,51Nm@4000rpm,Digital,Analog,Not on offer,Yes,4,Fabric,Manual,2230 mm,4 B X 12,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years /75000 Kms (years/distance whichever comes first),Yes,Internal,110 litres,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,2 years /150000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tata,Nano Genx,Xe,"Rs. 2,36,447",624 cc,2,2,RWD (Rear Wheel Drive),In-line,BS IV,"Rear, Transverse",Injection,24 litres,Petrol,1652 mm,3164 mm,1750 mm,Hatchback,5,?23.6 km/litre,,23.6 km/litre,,725 kg,4,180 mm,Drum,Drum,"Independent, Lower Wishbone, McPherson Strut with gas filled dampers and anti-roll bar","Independent, Semi Trailing arm with coil spring & gas filled shock absorbers",1325 mm,1315 mm,135/70R12,155/65R12,,,,,38PS@5500rpm,51Nm@4000rpm,Digital,Analog,Not on offer,Yes,4,Fabric,Manual,2230 mm,4 B X 12,,Yes,Not on offer,,Yes,2 years /75000 Kms (years/distance whichever comes first),,Internal,110 litres,,,Yes,Digital,Front,Yes,Front,Yes,2 years /150000 Kms (years/distance whichever comes first),,Internal,Digital,Manual,Analog + Digital,Yes,4 meter,Yes,Driver & Front Passenger,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tata,Nano Genx,Emax Xm,"Rs. 2,96,661",624 cc,2,2,RWD (Rear Wheel Drive),In-line,BS IV,"Rear, Transverse",Injection,15 litres,CNG,1652 mm,3164 mm,1750 mm,Hatchback,4,,,,36 km/kg,710 kg,4,180 mm,Drum,Drum,"Independent, Lower Wishbone, McPherson Strut with gas filled dampers and anti-roll bar","Independent, Semi Trailing arm with coil spring & gas filled shock absorbers",1325 mm,1315 mm,135/70R12,155/65R12,Electric Power,,,,38PS@5500rpm,51Nm@4000rpm,Digital,Analog,Not on offer,Yes,4,Fabric,Manual,2230 mm,4 B X 12,,Yes,Not on offer,,Yes,2 years /75000 Kms (years/distance whichever comes first),,Internal,110 litres,,,Yes,Digital,Front,Yes,Front,Yes,2 years /150000 Kms (years/distance whichever comes first),,Internal,Digital,Manual,Analog + Digital,Yes,4 meter,Yes,Driver & Front Passenger,Not Applicable,Air Conditioning with cooling only,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tata,Nano Genx,Xta,"Rs. 3,34,768",624 cc,2,2,RWD (Rear Wheel Drive),In-line,BS IV,"Rear, Transverse",Injection,24 litres,Petrol,1652 mm,3164 mm,1750 mm,Hatchback,5,?23.6 km/litre,,21.9 km/litre,,725 kg,5,180 mm,Drum,Drum,"Independent, Lower Wishbone, McPherson Strut with gas filled dampers and anti-roll bar","Independent, Semi Trailing arm with coil spring & gas filled shock absorbers",1325 mm,1315 mm,135/70R12,155/65R12,Electric Power,Only Front Windows,,Remote,38PS@5500rpm,51Nm@4000rpm,Digital,Analog,Not on offer,Yes,4,Fabric,Automatic,2230 mm,4 B X 12,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years /75000 Kms (years/distance whichever comes first),Yes,Internal,94 litres,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,2 years /150000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tata,Nano Genx,Xm,"Rs. 2,72,223",624 cc,2,2,RWD (Rear Wheel Drive),In-line,BS IV,"Rear, Transverse",Injection,24 litres,Petrol,1652 mm,3164 mm,1750 mm,Hatchback,5,?23.6 km/litre,,23.6 km/litre,,725 kg,4,180 mm,Drum,Drum,"Independent, Lower Wishbone, McPherson Strut with gas filled dampers and anti-roll bar","Independent, Semi Trailing arm with coil spring & gas filled shock absorbers",1325 mm,1315 mm,135/70R12,155/65R12,Electric Power,,,,38PS@5500rpm,51Nm@4000rpm,Digital,Analog,Not on offer,Yes,4,Fabric,Manual,2230 mm,4 B X 12,,Yes,Not on offer,,Yes,2 years /75000 Kms (years/distance whichever comes first),,Internal,110 litres,,,Yes,Digital,Front,Yes,Front,Yes,2 years /150000 Kms (years/distance whichever comes first),,Internal,Digital,Manual,Analog + Digital,Yes,4 meter,Yes,Driver & Front Passenger,Not Applicable,Air Conditioning with cooling only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tata,Nano Genx,Xma,"Rs. 3,14,815",624 cc,2,2,RWD (Rear Wheel Drive),In-line,BS IV,"Rear, Transverse",Injection,24 litres,Petrol,1652 mm,3164 mm,1750 mm,Hatchback,5,?23.6 km/litre,,21.9 km/litre,,710 kg,5,180 mm,Drum,Drum,"Independent, Lower Wishbone, McPherson Strut with gas filled dampers and anti-roll bar","Independent, Semi Trailing arm with coil spring & gas filled shock absorbers",1325 mm,1315 mm,135/70R12,155/65R12,Electric Power,,,,38PS@5500rpm,51Nm@4000rpm,Digital,Analog,Not on offer,Yes,4,Fabric,Automatic,2230 mm,4 B X 12,,Yes,Not on offer,,Yes,2 years /75000 Kms (years/distance whichever comes first),,Internal,94 litres,,,Yes,Digital,Not on offer,Yes,Front,Yes,2 years /150000 Kms (years/distance whichever comes first),,Internal,Digital,Manual,Analog + Digital,Yes,4 meter,Yes,Driver & Front Passenger,Not Applicable,Air Conditioning with cooling only,,,Yes,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Datsun,Redi-Go,D,"Rs. 2,79,650",799 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,28 litres,Petrol,1541 mm,3429 mm,1560 mm,Hatchback,5,21.38 km/litre,24 km/litre,25.17 km/litre,,,5,185 mm,Ventilated Disc,Drum,Double Pivot Arm,H-type Torsion Beam,,,80/155R13,80/155R13,,,,,54PS@5678rpm,72Nm@4386rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual,2348 mm,80/155R13,,Yes,Not on offer,,Yes,2 years / Unlimited Kms,,Internal,222 litres,,,Yes,,Not on offer,Yes,,Yes,2 Years/Unlimited Kms (Whichever comes earlier),,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Yes,,,,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Datsun,Redi-Go,T,"Rs. 3,51,832",799 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,28 litres,Petrol,1541 mm,3429 mm,1560 mm,Hatchback,5,21.38 km/litre,24 km/litre,25.17 km/litre,,,5,185 mm,Ventilated Disc,Drum,Double Pivot Arm,H-type Torsion Beam,,,80/155R13,80/155R13,Electric Power,Only Front Windows,,,54PS@5678rpm,72Nm@4386rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual,2348 mm,80/155R13,,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,,Internal,222 litres,Yes,Yes,Yes,,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Datsun,Redi-Go,A,"Rs. 3,33,419",799 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,28 litres,Petrol,1541 mm,3429 mm,1560 mm,Hatchback,5,21.38 km/litre,24 km/litre,25.17 km/litre,,,5,185 mm,Ventilated Disc,Drum,Double Pivot Arm,H-type Torsion Beam,,,80/155R13,80/155R13,Electric Power,,,,54PS@5678rpm,72Nm@4386rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual,2348 mm,80/155R13,,Yes,Not on offer,,Yes,2 years / Unlimited Kms,,Internal,222 litres,,,Yes,,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Datsun,Redi-Go,S,"Rs. 3,62,000",799 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,28 litres,Petrol,1541 mm,3429 mm,1560 mm,Hatchback,5,21.38 km/litre,24 km/litre,25.17 km/litre,,,5,185 mm,Ventilated Disc,Drum,Double Pivot Arm,H-type Torsion Beam,,,80/155R13,80/155R13,Electric Power,,,,54PS@5678rpm,72Nm@4386rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual,2348 mm,80/155R13,,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,,"With Remote, Internal",222 litres,Yes,,Yes,,Not on offer,Yes,,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,Rear sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Datsun,Redi-Go,1.0 S,"Rs. 3,90,000",999 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,28 litres,Petrol,1541 mm,3429 mm,1560 mm,Hatchback,5,,,22.5 km/litre,,,5,185 mm,Ventilated Disc,Drum,Double Pivot Arm,H-type Torsion Beam,,,80/155R13,80/155R13,Electric Power,,,,68PS@5500rpm,91Nm@4250RPM,Digital,Analog,Digital,Yes,5,Fabric,Manual,2348 mm,80/155R13,,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,,"With Remote, Internal",222 litres,Yes,,Yes,,Front,Yes,Yes,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Air Conditioning with cooling only,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Datsun,Redi-Go,1.0 S Amt,"Rs. 4,37,065",999 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,28 litres,Petrol,1541 mm,3429 mm,1560 mm,Hatchback,5,,,23 km/litre,,,5,185 mm,Ventilated Disc,Drum,Double Pivot Arm,H-type Torsion Beam,,,155/80R13,155/80R13,Electric Power,Only Front Windows,,Yes,68PS@5500rpm,91Nm@4250RPM,Digital,Analog,Digital,Yes,5,Fabric,Automatic,2348 mm,155/80R13,,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,,"Internal, With Remote",222 litres,Yes,Yes,Yes,,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,Rear sensors,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renault,Kwid,Rxe 0.8,"Rs. 3,53,290",799 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28 litres,Petrol,1490 mm,3731 mm,1579 mm,Hatchback,5,25.17 km/litre,,25.17 km/litre,,669 kg,6,184 mm,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,,,165/70 R14,165/70 R14,,,,,54PS@5678rpm,72Nm@4386rpm,Digital,Digital,Not on offer,Yes,5,Fabric,Manual,2422 mm,165/70 R14,,,Not on offer,,,"2 Years / 50,000 Kms (Whichever comes earlier)",,Internal,300 litres,,,Yes,,Front,,Front,Yes,,,Internal,Digital,Manual,Digital,Yes,,Yes,Co-Driver Only,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,Yes,,,,Driver frontal airbag,Yes,Yes,Yes,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renault,Kwid,Std 0.8,"Rs. 2,83,290",799 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28 litres,Petrol,1490 mm,3731 mm,1579 mm,Hatchback,5,25.17 km/litre,,25.17 km/litre,,669 kg,5,184 mm,Ventilated Disc,Drum,MacPherson Struts With Lower Transverse Links,Twist beam suspension with coil spring,,,165/70 R14,165/70 R14,,,,,54PS@5678rpm,72Nm@4386rpm,Digital,Digital,Not on offer,Yes,5,Fabric,Manual,2442 mm,165/70 R14,,,Not on offer,,,"2 Years / 50,000 Kms (Whichever comes earlier)",,Internal,300 litres,,,,,Front,,Front,Yes,,,Internal,Digital,Manual,Digital,Yes,,Yes,,Not Applicable,Heater,Yes,,Yes,,,,,,,,,,,,Yes,,,,Driver frontal airbag,,Yes,Yes,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renault,Kwid,Rxl 0.8,"Rs. 3,83,290",799 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28 litres,Petrol,1490 mm,3731 mm,1579 mm,Hatchback,5,25.17 km/litre,,25.17 km/litre,,669 kg,5,184 mm,Ventilated Disc,Drum,MacPherson Struts With Lower Transverse Links,Twist beam suspension with coil spring,,,165/70 R14,165/70 R14,Electric Power,Only Front Windows,,,54PS@5678rpm,72Nm@4386rpm,Digital,Digital,Not on offer,Yes,5,Fabric,Manual,2422 mm,165/70 R14,,Yes,CD Player with USB & Aux-in,Yes,,"2 Years / 50,000 Kms (Whichever comes earlier)",Yes,Internal,300 litres,Yes,Yes,Yes,,Front,,Front,Yes,,Yes,Internal,Digital,Manual,Digital,Yes,,Yes,Co-Driver Only,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,Yes,,,,Driver frontal airbag,Yes,Yes,Yes,Yes,1,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renault,Kwid,Rxt 0.8,"Rs. 4,13,290",799 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28 litres,Petrol,1490 mm,3731 mm,1580 mm,Hatchback,5,25.17 km/litre,,25.17 km/litre,,669 kg,5,184 mm,Ventilated Disc,Drum,MacPherson Struts With Lower Transverse Links,Twist beam suspension with coil spring,,,165/70 R14,165/70 R14,Electric Power,,,,54PS@5678rpm,72Nm@4386rpm,Digital,Digital,Not on offer,Yes,5,Fabric,Manual,2422 mm,165/70 R14,,Yes,CD Player with USB & Aux-in,Yes,,"2 Years / 50,000 Kms (Whichever comes earlier)",Yes,Internal,300 litres,Yes,,Yes,,Front,,Front,Yes,,Yes,Internal,Digital,Manual,Digital,Yes,,Yes,Co-Driver Only,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,Yes,,,,Driver frontal airbag,Yes,Yes,Yes,Yes,1,,,,,,Yes,,,,Touch Sensitive,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
Renault,Kwid,Rxt 1.0,"Rs. 4,33,290",999 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28 litres,Petrol,1490 mm,3731 mm,1579 mm,Hatchback,5,25.17 km/litre,,23.01 km/litre,,669 kg,5,184 mm,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,,,165/70 R14,165/70 R14,Electric Power,Only Front Windows,,Remote,68PS@5500rpm,91Nm@4250RPM,Digital,Digital,Not on offer,Yes,5,Fabric,Manual,2422 mm,165/70 R14,,Yes,CD Player with USB & Aux-in,Yes,,"2 Years / 50,000 Kms (Whichever comes earlier)",Yes,Internal,300 litres,,Yes,Yes,Digital,Front,,Front,Yes,,Yes,Internal,Digital,Manual,Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,Yes,,,,Driver frontal airbag,Yes,Yes,Yes,Yes,1,,,,Rear sensors with camera,,Yes,,,,Touch Sensitive,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,
Renault,Kwid,Climber 1.0 Mt,"Rs. 4,54,490",999 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28 litres,Petrol,1490 mm,3731 mm,1579 mm,Hatchback,5,25.17 km/litre,,23.01 km/litre,,669 kg,5,184 mm,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,,,165/70 R14,165/70 R14,Electric Power,Only Front Windows,,Remote,68PS@5500rpm,91Nm@4250RPM,Digital,Digital,Not on offer,Yes,5,Fabric,Manual,2422 mm,165/70 R14,,Yes,CD Player with USB & Aux-in,Yes,,"2 Years / 50,000 Kms (Whichever comes earlier)",Yes,Internal,300 litres,,Yes,Yes,Digital,Front,,Front,Yes,,Yes,Internal,Digital,Manual,Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,Yes,,Front Row,,Driver frontal airbag,Yes,Yes,Yes,Yes,1,,,,Rear sensors with camera,,Yes,,,,Touch Sensitive,,,,,,,,Yes,Yes,,,,,,,,,Yes,,,,,,,,,
Renault,Kwid,Rxt Amt 1.0,"Rs. 4,63,290",999 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28 litres,Petrol,1490 mm,3731 mm,1579 mm,Hatchback,5,25.17 km/litre,,24.04 km/litre,,669 kg,,184 mm,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,,,165/70 R14,165/70 R14,Electric Power,Only Front Windows,,Remote,68PS@5500rpm,91Nm@4250RPM,Digital,Digital,Digital,Yes,5,Fabric,Automatic,2422 mm,165/70 R14,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,,,Yes,Internal,300 litres,Yes,Yes,Yes,Digital,Front,,Front,Yes,,Yes,Internal,Digital,Manual,Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,,Front Row,,Driver frontal airbag,Yes,Yes,Yes,Yes,1,,,,Rear sensors with camera,,Yes,,,,Touch Sensitive,,,,,Yes,,,,Yes,,Yes,,,,,Yes,,Yes,,,,,,,,,
Renault,Kwid,Climber Amt 1.0,"Rs. 4,84,490",999 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28 litres,Petrol,1490 mm,3731 mm,1579 mm,Hatchback,5,25.17 km/litre,,24.04 km/litre,,669 kg,,184 mm,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,,,165/70 R14,165/70 R14,Electric Power,Only Front Windows,,Remote,68PS@5500rpm,91Nm@4250RPM,Digital,Digital,Digital,Yes,5,Fabric,Automatic,2422 mm,165/70 R14,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,,,Yes,Internal,300 litres,Yes,Yes,Yes,Digital,Front,,Front,Yes,,Yes,Internal,Digital,Manual,Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,Yes,,Front Row,,Driver frontal airbag,Yes,Yes,Yes,Yes,1,,,,Rear sensors with camera,,Yes,,,,Touch Sensitive,,,,,Yes,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,
Renault,Kwid,Rxt (O) 1.0,"Rs. 4,40,990",999 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28 litres,Petrol,1490 mm,3731 mm,1579 mm,Hatchback,5,25.17 km/litre,,23.01 km/litre,,669 kg,5,184 mm,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,,,165/70 R14,165/70 R14,Electric Power,Only Front Windows,,Remote,68PS@5500rpm,91Nm@4250RPM,Digital,Digital,Not on offer,Yes,5,Fabric,Manual,2422 mm,165/70 R14,,Yes,CD Player with USB & Aux-in,Yes,,"2 Years / 50,000 Kms (Whichever comes earlier)",Yes,Internal,300 litres,,Yes,Yes,Digital,Front,,Front,Yes,,Yes,Internal,Digital,Manual,Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,Yes,,,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,,,Rear sensors with camera,,Yes,,,,Touch Sensitive,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,
Renault,Kwid,Rxt (O) Amt 1.0,"Rs. 4,70,990",999 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28 litres,Petrol,1490 mm,3731 mm,1579 mm,Hatchback,5,25.17 km/litre,,23.01 km/litre,,669 kg,5,184 mm,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,,,165/70 R14,165/70 R14,Electric Power,Only Front Windows,,Remote,68PS@5500rpm,91Nm@4250RPM,Digital,Digital,Not on offer,Yes,5,Fabric,Automatic,2422 mm,165/70 R14,,Yes,CD Player with USB & Aux-in,Yes,,"2 Years / 50,000 Kms (Whichever comes earlier)",Yes,Internal,300 litres,,Yes,Yes,Digital,Front,,Front,Yes,,Yes,Internal,Digital,Manual,Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,Yes,,,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,,,Rear sensors with camera,,Yes,,,,Touch Sensitive,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,
Renault,Kwid,Climber (O) Mt 1.0,"Rs. 4,62,190",999 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28 litres,Petrol,1490 mm,3731 mm,1579 mm,Hatchback,5,25.17 km/litre,,23.01 km/litre,,669 kg,5,184 mm,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,,,165/70 R14,165/70 R14,Electric Power,All Windows,,Remote,68PS@5500rpm,91Nm@4250RPM,Digital,Digital,Not on offer,Yes,5,Fabric,Manual,2422 mm,165/70 R14,,Yes,CD Player with USB & Aux-in,Yes,,"2 Years / 50,000 Kms (Whichever comes earlier)",Yes,Internal,300 litres,,Yes,Yes,Digital,Front,,Front,Yes,,Yes,Internal,Digital,Manual,Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,Yes,,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,,,Rear sensors with camera,,Yes,,,,Touch Sensitive,,,,,,,,Yes,Yes,,,,,,,,,Yes,,,,,,,,,
Renault,Kwid,Climber (O) Amt 1.0,"Rs. 4,92,190",999 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28 litres,Petrol,1490 mm,3731 mm,1579 mm,Hatchback,5,25.17 km/litre,,24.04 km/litre,,669 kg,,184 mm,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,,,165/70 R14,165/70 R14,Electric Power,All Windows,,Remote,68PS@5500rpm,91Nm@4250RPM,Digital,Digital,Digital,Yes,5,Fabric,Automatic,2422 mm,165/70 R14,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,,,Yes,Internal,300 litres,Yes,Yes,Yes,Digital,Front,,Front,Yes,,Yes,Internal,Digital,Manual,Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,Yes,,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,,,Rear sensors with camera,,Yes,,,,Touch Sensitive,,,,,Yes,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,
