make,model,variant,ex-showroom_price,displacement,cylinders,valves_per_cylinder,drivetrain,cylinder_configuration,emission_norm,engine_location,fuel_system,fuel_tank_capacity,fuel_type,height,length,width,body_type,doors,city_mileage,highway_mileage,arai_certified_mileage,arai_certified_mileage_for_cng,kerb_weight,gears,ground_clearance,front_brakes,rear_brakes,front_suspension,rear_suspension,front_track,rear_track,front_tyre_&_rim,rear_tyre_&_rim,power_steering,power_windows,power_seats,keyless_entry,power,torque,odometer,speedometer,tachometer,tripmeter,seating_capacity,seats_material,type,wheelbase,wheels_size,start_/_stop_button,12v_power_outlet,audiosystem,aux-in_compatibility,average_fuel_consumption,basic_warranty,bluetooth,boot-lid_opener,boot_space,cd_/_mp3_/_dvd_player,central_locking,child_safety_locks,clock,cup_holders,distance_to_empty,door_pockets,engine_malfunction_light,extended_warranty,fm_radio,fuel-lid_opener,fuel_gauge,handbrake,instrument_console,low_fuel_warning,minimum_turning_radius,multifunction_display,sun_visor,third_row_ac_vents,ventilation_system,auto-dimming_rear-view_mirror,hill_assist,gear_indicator,3_point_seat-belt_in_middle_rear_seat,ambient_lightning,cargo/boot_lights,drive_modes,engine_immobilizer,high_speed_alert_system,lane_watch_camera/_side_mirror_camera,passenger_side_seat-belt_reminder,seat_back_pockets,voice_recognition,walk_away_auto_car_lock,abs_(anti-lock_braking_system),headlight_reminder,adjustable_headrests,gross_vehicle_weight,airbags,door_ajar_warning,ebd_(electronic_brake-force_distribution),fasten_seat_belt_warning,gear_shift_reminder,number_of_airbags,compression_ratio,adjustable_steering_column,other_specs,parking_assistance,key_off_reminder,usb_compatibility,android_auto,apple_carplay,cigarette_lighter,infotainment_screen,multifunction_steering_wheel,average_speed,eba_(electronic_brake_assist),seat_height_adjustment,navigation_system,second_row_ac_vents,tyre_pressure_monitoring_system,rear_center_armrest,ipod_compatibility,esp_(electronic_stability_program),cooled_glove_box,recommended_tyre_pressure,heated_seats,turbocharger,isofix_(child-seat_mount),rain_sensing_wipers,paddle_shifters,leather_wrapped_steering,automatic_headlamps,engine_type,asr_/_traction_control,cruise_control,usb_ports,heads-up_display,welcome_lights,battery,electric_range
Audi,A3 Cabriolet,40 Tfsi,"Rs. 50,38,000",1395 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,50 litres,Petrol,1409 mm,4421 mm,1793 mm,Convertible,2,19.2 km/litre,,19.2 km/litre,,1430 kg,7,160 mm,Ventilated Disc,Ventilated Disc,McPherson Strut,Multi - link,1555 mm,1526 mm,205 / 55 R16,205 / 55 R16,Electric Power,All Windows,,Smart Key,148 bhp @ 5100 rpm,250 Nm @ 1250 RPM,Digital,Analog,Analog,Yes,4,Leather,Automatic,2595 mm,R16,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,320 litres,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1930 kg,"Driver frontal airbag, Driver head airbag, Front passenger frontal airbag, Front passenger head airbag, Front passenger side airbag, Drive side airbag, Driver knee airbag",Yes,Yes,Yes,,7,,"Rake, Reach",,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
Audi,A6,Premium Plus 45 Tfsi,"Rs. 54,42,200",1984 cc,4,16,FWD (Front Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,73 litres,Petrol,1455 mm,4933 mm,1874 mm,Sedan,4,,,14.11 km/litre,,1780 kg,7,,Ventilated Disc,Ventilated Disc,Five-link front suspension; tubular anti-roll bar,Five-link front suspension; tubular anti-roll bar,,,225/55 R18,225/55 R18,Electric Power,All Windows,"Yes, with memory",Smart Key,245PS@5000-6500rpm,370Nm@1600-4500rpm,Digital,Analog,"Analog, Digital",Yes,5,Leather,Automatic,2912 mm,225/55 R18,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,With Remote,560 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,"Internal, With Remote",Digital,Automatic,Digital,Yes,,Yes,Driver & Front Passenger,,2 Zone Climate Control,Yes,Yes,Yes,,Yes,Yes,"Comfort, Eco, Sport, Normal",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,2345 kg,"Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",Yes,Yes,Yes,Yes,8,,Yes,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,
Audi,A6,Technology 45 Tfsi,"Rs. 59,42,200",1984 cc,4,16,FWD (Front Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,73 litres,Petrol,1455 mm,4933 mm,1874 mm,Sedan,4,,,14.11 km/litre,,1780 kg,7,,Ventilated Disc,Ventilated Disc,Five-link front suspension; tubular anti-roll bar,Five-link front suspension; tubular anti-roll bar,,,225/55 R18,225/55 R18,Electric Power,All Windows,"Yes, with memory",Smart Key,245PS@5000-6500rpm,370Nm@1600-4500rpm,Digital,Analog,"Analog, Digital",Yes,5,Leather,Automatic,2912 mm,225/55 R18,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,With Remote,560 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,"Internal, With Remote",Digital,Automatic,Digital,Yes,,Yes,Driver & Front Passenger,,2 Zone Climate Control,Yes,Yes,Yes,,Yes,Yes,"Comfort, Eco, Sport, Normal",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,2345 kg,"Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",Yes,Yes,Yes,Yes,8,,Yes,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,
Bmw,X3,Xdrive 20D Luxury Line,"Rs. 59,30,000",1995 cc,4,4,4WD,In-line,BS IV,"Front, Longitudinal",Injection,67 litres,Diesel,1678 mm,4657 mm,1881 mm,SUV,5,16 km/litre,18.56 km/litre,18.56 km/litre,,1785 kg,8,212 mm,Ventilated Disc,Ventilated Disc,Dynamic Damper Control,Dynamic Damper Control,1616 mm,1632 mm,225/60R19,225/60R19,Electric Power,All Windows,Yes,Smart Key,190PS@4000rpm,400Nm@1750-2500rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2810 mm,225/60R19,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"With Remote, Internal",550 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,,Yes,Internal,Analog,Automatic,Analog + Digital,Yes,5.95 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2300 kg,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,6,,"Rake, Reach",,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
Bmw,X3,Xdrive 30I Luxury Line,"Rs. 58,80,000",1998 cc,4,4,4WD,In-line,BS IV,"Front, Longitudinal",Injection,67 litres,Petrol,1678 mm,4657 mm,1881 mm,SUV,5,16 km/litre,18.56 km/litre,18.56 km/litre,,1785 kg,8,212 mm,Ventilated Disc,Ventilated Disc,Dynamic Damper Control,Dynamic Damper Control,1616 mm,1632 mm,245 / 50R19,245 / 50R19,Electric Power,All Windows,Yes,Smart Key,248 bhp @ 5200 rpm,350 Nm @ 1450 rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2810 mm,225/60R19,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"With Remote, Internal",550 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,,Yes,Internal,Analog,Automatic,Analog + Digital,Yes,5.95 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2300 kg,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,6,,"Rake, Reach",,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
Bmw,X3,Xdrive20D Xline,"Rs. 56,00,000",1995 cc,4,4,4WD,In-line,BS IV,"Front, Longitudinal",Injection,67 litres,Diesel,1678 mm,4657 mm,1881 mm,SUV,5,16 km/litre,18.56 km/litre,18.56 km/litre,,1785 kg,8,212 mm,Ventilated Disc,Ventilated Disc,Dynamic Damper Control,Dynamic Damper Control,1616 mm,1632 mm,225/60R19,225/60R19,Electric Power,All Windows,Yes,Smart Key,190PS@4000rpm,400Nm@1750-2500rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2810 mm,225/60R19,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"With Remote, Internal",550 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,,Yes,Internal,Analog,Automatic,Analog + Digital,Yes,5.95 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2300 kg,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,6,,"Rake, Reach",,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
Land Rover,Discovery Sport,S,"Rs. 57,06,000",1999 cc,4,4,4WD,In-line,BS 6,"Front, Transverse",Injection,70 litres,Diesel,1727 mm,4600 mm,2069 mm,SUV,5,,,,,2087 kg,9,167 mm,Ventilated Disc,Ventilated Disc,McPherson Strut,Integral link,,,235/60 R18,235/60 R18,Electric Power,All Windows,Yes,Smart Key,179PS@4000rpm,430NM@1750rpm,Digital,Analog,Analog,Yes,7,Leather,Automatic,2741 mm,235/60 R18,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,3 Years / 100000 km (whichever comes first),Yes,"Internal, With Remote",,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,,Yes,Internal,Digital,Automatic,Analog + Digital,Yes,11.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Yes,"Comfort, Eco, Sport",Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,All Rows,,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Drive side airbag",Yes,Yes,Yes,Yes,7,,"Rake, Reach",,Front & rear sensors with 360 degree view,,Yes,Yes,Yes,,Touch Sensitive,Multifunction Steering Wheel,,Yes,Manual Adjustment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,All,Yes,Yes,Yes,Yes,Yes,Yes,2.0 Diesel,Yes,Yes,,,Yes,,
Land Rover,Discovery Sport,R-Dynamic Se,"Rs. 60,89,000",1999 cc,4,4,4WD,In-line,BS 6,"Front, Transverse",Injection,70 litres,Diesel,1727 mm,4600 mm,2069 mm,SUV,5,,,,,2087 kg,9,167 mm,Ventilated Disc,Ventilated Disc,McPherson Strut,Integral link,,,235/60 R18,235/60 R18,Electric Power,All Windows,Yes,Smart Key,179PS@4000rpm,430NM@1750rpm,Digital,Analog,Analog,Yes,7,Leather,Automatic,2741 mm,235/60 R18,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,3 Years / 100000 km (whichever comes first),Yes,"Internal, With Remote",,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,,Yes,Internal,Digital,Automatic,Analog + Digital,Yes,11.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Yes,"Comfort, Eco, Sport",Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,All Rows,,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Drive side airbag",Yes,Yes,Yes,Yes,7,,"Rake, Reach",,Front & rear sensors with 360 degree view,,Yes,Yes,Yes,,Touch Sensitive,Multifunction Steering Wheel,,Yes,Manual Adjustment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,All,Yes,Yes,Yes,Yes,Yes,Yes,2.0 Diesel,Yes,Yes,,,Yes,,
Volvo,S90,D4 Inscription,"Rs. 58,90,000",1969 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,,Diesel,1443 mm,4963 mm,1879 mm,Sedan,4,"11,44 km/litre",,,,,,152 mm,Ventilated Disc,Ventilated Disc,Double wishbone suspension,Integral Axle with Transverse Composite Leaf Spring,,,245/45R18,245/45R18,Electric Power,All Windows,"Yes, with memory",Smart Key,190PS@4250rpm,400NM@1750rpm,Analog,"Analog, Digital","Digital, Analog",Yes,5,Leather,Automatic,2941 mm,245/45R18,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,"Internal, With Remote",,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,"With Remote, Internal",Digital,Manual,Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,4 Zone climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags",Yes,Yes,Yes,Yes,6,,"Reach, Rake",,Front & rear sensors with 360 degree view,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
Audi,S5,Sportback,"Rs. 72,43,000",2995 cc,6,4,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,58 litres,Petrol,1384 mm,4718 mm,1843 mm,Sedan,4,,,13.57 km/litre,,1790 kg,7,,Ventilated Disc,Ventilated Disc,S sport suspension,S sport suspension,1588 mm,1575 mm,245/40R18,245/40R18,Electro-Hydraulic,All Windows,Yes,Smart Key,333PS@5400-6400RPM,500Nm@1370-4500rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2811 mm,245/40R18,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"Internal, With Remote",,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,3rd/4th year( regardless of its mileage),Yes,Internal,Analog,Automatic,Analog + Digital,Yes,5.8 meter,Yes,Driver & Front Passenger,,3 Zone climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2230 kg,"Rear passenger side airbags, Driver head airbag, Front passenger head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,10,,"Rake, Reach",,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
Bmw,X5,Xdrive30D Sport,"Rs. 73,30,000",2993 cc,6,4,AWD (All Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,,Diesel,1745 mm,4922 mm,2218 mm,SUV,5,,,13.38 km/litre,,,8,,Ventilated Disc,Ventilated Disc,Sports suspension settings,Self-levelling with pneumatic rear suspension,1600 mm,1659 mm,255/50R19,255/50R19,Electric Power,All Windows,Yes,Smart Key,265HP@4000rpm,620Nm@1500-2500rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2575 mm,255/50R19,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"Internal, With Remote",650 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Analog,Automatic,Analog + Digital,Yes,,Yes,Driver & Front Passenger,,4 Zone climate control,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver head airbag, Front passenger head airbag, Rear passenger head airbags, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,8,,"Rake, Reach",,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,
Bmw,X5,Xdrive30D Xline,"Rs. 82,90,000",2993 cc,6,4,AWD (All Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,,Diesel,1745 mm,4922 mm,2218 mm,SUV,5,,,13.38 km/litre,,,8,,Ventilated Disc,Ventilated Disc,Sports suspension settings,Self-levelling with pneumatic rear suspension,1600 mm,1659 mm,255/50R19,255/50R19,Electric Power,All Windows,Yes,Smart Key,265HP@4000rpm,620Nm@1500-2500rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2575 mm,255/50R19,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"Internal, With Remote",650 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Analog,Automatic,Analog + Digital,Yes,,Yes,Driver & Front Passenger,,4 Zone climate control,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver head airbag, Front passenger head airbag, Rear passenger head airbags, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,8,,"Rake, Reach",,"Front sensors, Rear sensors",Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,
Bmw,X5,Xdrive40I M Sport,"Rs. 82,90,000",2998 cc,6,4,AWD (All Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,,Petrol,1745 mm,4922 mm,2218 mm,SUV,5,,,11.24 km/litre,,,8,,Ventilated Disc,Ventilated Disc,Sports suspension settings,Self-levelling with pneumatic rear suspension,1600 mm,1659 mm,255/50R19,255/50R19,Electric Power,All Windows,Yes,Smart Key,340HP@4000rpm,450Nm@1500-5200rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2575 mm,255/50R19,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"Internal, With Remote",650 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Analog,Automatic,Analog + Digital,Yes,,Yes,Driver & Front Passenger,,4 Zone climate control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver head airbag, Front passenger head airbag, Rear passenger head airbags, Driver frontal airbag, Curtain airbags, Front passenger frontal airbag",Yes,Yes,Yes,Yes,8,,"Rake, Reach",,"Front sensors, Rear sensors",Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
Ford,Mustang,Fastback V8,"Rs. 74,62,000",4951 cc,8,4,RWD (Rear Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,60.9 litres,Petrol,1391 mm,4784 mm,2080 mm,"Sedan, Coupe",3,10 km/litre,13 km/litre,13 km/litre,,,6,137 mm,Ventilated Disc,Ventilated Disc,Double Ball Joint MacPherson Strut with Stabilizer Bar,Integral Link Independent with Coil Springs & Stabilizer Bar,,,255/40 R19,275/40 R19,Electro-Hydraulic,All Windows,"Yes, with memory",Smart Key,401PS@6550RPM,515Nm@4250-4300RPM,Digital,Analog,Analog,Yes,4,Leather,Automatic,2720 mm,,Yes,2,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"2 Years / 100,000 Kms (whichever comes first)",Yes,"Internal, With Remote",,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,3 Years /100000 Kms (Whichever comes earlier),Yes,"Internal, With Remote",Digital,Automatic,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags, Driver knee airbag, Drive side airbag, Driver curtain airbag",Yes,Yes,Yes,Yes,8,,"Rake, Reach",,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,"With gear shift paddles, Multifunction Steering Wheel",Yes,Yes,Electric Adjustment with Memory,Yes,,Yes,,Yes,Yes,Yes,,Only front,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
Jeep,Grand Cherokee,Limited,"Rs. 78,82,867",2987 cc,6,4,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,93.5 litres,Diesel,1802 mm,4828 mm,1943 mm,SUV,5,12.8 km/litre,,12.8 km/litre,,2432 kg,,206 mm,Ventilated Disc,Ventilated Disc,Steel Suspension,Steel Suspension,,,265 / 60 R18,265 / 60 R18,Electro-Hydraulic,Only Front Windows,"Yes, with memory",Yes,240PS@3600rpm,570Nm@2000rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2915 mm,265 / 60 R18,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,With Remote,1025 litres,Yes,Yes,Yes,,Front & Rear,Yes,Front & Rear,Yes,,Yes,With Remote,Analog,Automatic,Analog,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,2955 kg,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,6,,"Rake, Reach",,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
Jeep,Grand Cherokee,Summit,"Rs. 89,31,819",2987 cc,6,,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,93.5 litres,Diesel,1802 mm,4828 mm,1943 mm,SUV,5,12.8 km/litre,,12.8 km/litre,,2455 kg,,,Ventilated Disc,Ventilated Disc,Steel Suspension,Steel Suspension,,,265/50 R20,265/50R20,Electro-Hydraulic,Only Front Windows,"Yes, with memory",Yes,240PS@3600rpm,570Nm@2000rpm,Digital,Analog,Analog,1,5,Leather,Automatic,2915 mm,265/50 R20,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,2 Years Unlimited Kilometres,Yes,With Remote,1025 litres,Yes,Yes,Yes,,Front & Rear,Yes,Front & Rear,Yes,,Yes,With Remote,Analog,Automatic,Analog,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,,,,Yes,Yes,"Front Row, Second Row",2955 kg,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Drive side airbag",Yes,Yes,Yes,Yes,6,,"Rake, Reach",,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
Jeep,Grand Cherokee,Srt,"Rs. 1,14,00,000",6417 cc,8,4,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,93.5 litres,Petrol,1749 mm,4846 mm,1954 mm,SUV,5,12.8 km/litre,,12.8 km/litre,,2458 kg,8,210 mm,Ventilated Disc,Ventilated Disc,Independent front suspensions with coil-over springs,Independent rear suspensions with coil-over springs,,,295/45R20,295/45R20,Yes,All Windows,"Yes, with memory",Yes,468 bhp @ 6250 rpm,624 Nm @ 4100 rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2915 mm,295/45R20,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,With Remote,1025 litres,Yes,Yes,Yes,,Front & Rear,Yes,Front & Rear,Yes,,Yes,With Remote,Analog,Automatic,Analog,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,Yes,Yes,,,,,Yes,Yes,"Front Row, Second Row",2949 kg,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,Yes,7,,"Rake, Reach",,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,All,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,
